person_id,timestamp,message
2,2022-12-14T08:29:45+00:00,The lawyer asked me to draft up a timeline of the work stuff 🥵 I couldn’t even find the original emails with him and I arguing about the meeting but goddamnit it’s so much
1,2022-12-14T08:32:30+00:00,"Yeah, that’s always good to establish timeline to assess what’s possible. Ugh lots of work I bet"
2,2022-12-14T08:35:06+00:00,Yeah took me way too damn long. Also the caulking video! Super helpful. I practiced on a spot in the middle bedroom and I was not as good with the baby wipes but was still way easier than I thought 👏
1,2022-12-14T08:40:21+00:00,Loved “Yeah took me way too damn long. Also the caulking video! Super helpful. I practiced on a spot in the middle bedroom and I was not as good with the baby wipes but was still way easier than I thought 👏”
1,2022-12-14T08:41:18+00:00,I’ve never done the baby wipe thing. Usually get a good feel of how thick of a bead to lay down and just do a single wipe with a finger to leave a clean line
1,2022-12-14T08:41:33+00:00,You a pro!
2,2022-12-14T08:41:40+00:00,Ohhhh you so fancy
2,2022-12-14T08:42:07+00:00,Well I don’t know what I’m doing so the baby wipe was helpful 😂
1,2022-12-14T08:45:26+00:00,Attachment: IMG_4871.HEIC. Can I haz some food please
2,2022-12-14T08:46:05+00:00,My baby!
2,2022-12-14T08:46:15+00:00,"Damn she loves you so much, look at those eyes"
1,2022-12-14T09:07:26+00:00,I forced myself to eat earlier but been cramping since and regretting it
2,2022-12-14T09:12:51+00:00,Disliked “I forced myself to eat earlier but been cramping s…”
2,2022-12-14T09:12:57+00:00,WTH did you get sick with
1,2022-12-14T09:15:15+00:00,Do you know any places we’ve gotten hot and sour soup from that we have liked?
2,2022-12-14T09:16:41+00:00,Not that I can think of
1,2022-12-14T09:17:09+00:00,Ooh I really want some banana egg nachos
2,2022-12-14T09:17:25+00:00,Disliked “Ooh I really want some banana egg nachos”. Maybe you’re pregnant
1,2022-12-14T09:37:11+00:00,I hope so
1,2022-12-14T09:37:48+00:00,Help me pick dinner? I keep talking myself out of callin in pickup
2,2022-12-14T09:41:10+00:00,Sounded like you were in the mood for soup
2,2022-12-14T09:41:22+00:00,And there is no soup at home so…get some take out you chump
1,2022-12-14T09:41:26+00:00,Now I want pho flavored curry
2,2022-12-14T09:41:38+00:00,Welp looks like you need to order that too - Thai it is!
2,2022-12-14T09:41:48+00:00,Get some tom yum and green curry
1,2022-12-14T09:41:51+00:00,No I mean I like I should order to my door but want to go pickup to save a few bucks
2,2022-12-14T09:42:51+00:00,You don’t have a boat. How you gonna pick up
1,2022-12-14T09:43:07+00:00,Shoot.
1,2022-12-14T09:43:29+00:00,How am I gonna pick up my asthma meds I’m about to ask for at a man appt I just scheduled for 6:15
1,2022-12-14T10:33:18+00:00,Picking up asthma meds in 15
2,2022-12-14T10:33:54+00:00,Loved “Picking up asthma meds in 15 ”
2,2022-12-14T10:34:21+00:00,"looking back at photos from this year, you’ve been sleeping a lot 😕"
1,2022-12-14T10:36:56+00:00,"I know, I’m sorry my immune system decided to tank"
2,2022-12-14T10:38:18+00:00,do you think its a stress response or just immune system?
1,2022-12-14T10:39:40+00:00,"There’s the meds and things but this is like the one last year, maybe I can’t fight things off as well anymore not being active"
1,2022-12-14T11:28:40+00:00,Reminding me I’ve been sleeping a lot isn't a super happy reminder
2,2022-12-14T11:30:05+00:00,"I’m sorry, I didn’t mean to make you feel worse. it surprised me going through the photos since I don’t think of you that way"
1,2022-12-14T11:37:24+00:00,"Sorry, I’m just feeling down and tired of these meds. Ready to turn the corner"
2,2022-12-14T11:40:19+00:00,Anything I can do to cheer you up!. ?
1,2022-12-14T11:41:11+00:00,"No, just got food and eating right now"
1,2022-12-14T11:42:47+00:00,I was all bundled up on the moped out front ready to go but Chris went for me
2,2022-12-14T11:43:36+00:00,Loved “I was all bundled up on the scooter out front read…”
1,2022-12-14T11:53:53+00:00,I think my earlier text was out of just feeling alone and hangry and Simon had offered but 20min had passed and I was really antsy for meds and food
2,2022-12-14T12:01:43+00:00,Liked “I think my earlier text was out of just feeling al…”
2,2022-12-14T12:26:29+00:00,Attachment: 69268477702__FBC7E1D6-8C03-48DA-974B-B9CDB3289CE2.heic
1,2022-12-14T13:05:59+00:00,Beautiful!
1,2022-12-14T13:06:15+00:00,I just took NyQuil. Need to buy some mucinex tomorrow
2,2022-12-14T13:11:44+00:00,Liked “I just took NyQuil. Need to buy some mucinex tomor…”
1,2022-12-14T13:12:01+00:00,Night night sexy lady
2,2022-12-14T13:12:39+00:00,"Buenas noches, te amo mucho mucho 😘"
2,2023-01-04T11:24:52+00:00,Let me know when I should start gnocchi!
1,2023-01-04T11:55:34+00:00,8:45!
1,2023-01-04T11:55:53+00:00,Doing all the things. And everyone is out of eggs. Crazy
2,2023-01-04T11:56:17+00:00,Emphasized “8:45!”
2,2023-01-04T11:56:25+00:00,Disliked “Doing all the things. And everyone is out of eggs.…”
2,2023-01-04T11:57:34+00:00,Start at 845 or ready by 845?
1,2023-01-04T12:27:39+00:00,Start!
2,2023-01-04T12:28:34+00:00,Liked “Start!”
2,2023-01-13T02:40:09+00:00,Found parking. Where should I head to?
1,2023-01-13T02:45:47+00:00,Sorry! I’m in 3rd floor pavilion A if you want to hang in this space. Or there is a downstairs and a cafe and outdoor seating area
1,2023-01-13T02:45:57+00:00,Also Bluebird cafe across the street might be back open
2,2023-01-13T02:46:39+00:00,"It’s okay just sitting in the lobby, there’s wifi here. Happy to go to third floor if that’d be helpful"
1,2023-01-13T02:49:01+00:00,Nope! I’ll be in the back soon anyhow. Missed that I was supposed to fill out an intake survey so maybe the poop will come out during the session 🤓
2,2023-01-13T02:49:14+00:00,Laughed at “Nope! I’ll be in the back soon anyhow. Missed that…”
1,2023-01-13T03:30:28+00:00,Headed down soon
2,2023-01-13T03:32:03+00:00,Ok I’ll go grab the boat!
1,2023-01-13T04:09:26+00:00,I forgot my wallet! I guess Jackons is paying lol
2,2023-01-13T04:10:03+00:00,"Lol, I guess so"
1,2023-01-13T05:19:02+00:00,Hey FYI headed back
2,2023-01-13T05:25:44+00:00,Oh no lunch?
1,2023-02-21T07:40:44+00:00,"If I pass out in the bathroom - sudden hip pain, broke out in sweat, want to vomit but haven’t yet, diarrhea, hot/cold"
1,2023-02-21T07:41:55+00:00,But I’m sure will be fine
1,2023-02-22T10:01:17+00:00,I’m realizing I’m good for food since I just ate that big fish
2,2023-02-22T10:18:06+00:00,Yeah same! Don’t worry
1,2023-02-22T10:42:53+00:00,Any special requests from the store?
2,2023-02-22T11:04:23+00:00,No!
2,2023-02-22T11:05:23+00:00,Maybe bubbles if you’re still there
2,2023-02-22T11:05:46+00:00,And a sponge
1,2023-02-22T11:10:08+00:00,Bubbles?
1,2023-02-22T11:10:20+00:00,Oh bubble water?
2,2023-02-22T11:11:10+00:00,Yea
1,2023-02-22T11:11:42+00:00,I had just left!
2,2023-02-22T11:19:23+00:00,🥲
1,2023-07-26T00:48:24+00:00,Flight is cancelled 😧
1,2023-07-26T00:49:50+00:00,Probably sleeping another night lol I was too excited to clean everything
2,2023-07-26T00:51:06+00:00,Emphasized “Flight is cancelled 😧”. WHATTTT
2,2023-07-26T00:51:14+00:00,Wth united
2,2023-07-26T00:51:24+00:00,"That sucks, they seemed ready to go home lol"
1,2023-07-26T00:51:52+00:00,They know that we’re kinda done. Or me at least
1,2023-07-26T00:52:27+00:00,So I think they feel bad in the space maybe. But I’ll brainstorm a fun adventure
2,2023-07-26T00:52:58+00:00,"You could take them to the UCSD campus, and go up to Jackson's Squak box "
2,2023-07-26T00:53:13+00:00,He’ll be able to see the city from there and big place to run around
2,2023-07-26T00:53:37+00:00,Do you want me to take anything out of the freezer?
1,2023-07-26T00:58:39+00:00,I think we have the Victor's Korean chicken thing in the fridge. Could do pasta
2,2023-07-26T01:01:54+00:00,Liked “I think we have the Victor's Korean chicken thing i…”
2,2023-07-26T01:03:16+00:00,I get lunch and haven’t used most of my budget with the vacations if there’s something I could order
1,2023-07-26T01:03:29+00:00,Emphasized “I get lunch and haven’t used most of my budget wit…”
1,2023-07-26T01:03:41+00:00,Llllllllloulous?
2,2023-07-26T01:03:52+00:00,Lol deep dish or thin?
2,2023-07-26T01:04:00+00:00,But that would work if they’re up for it
2,2023-07-26T01:04:10+00:00,We could order both 🤔
1,2023-07-26T01:07:13+00:00,"Thin crust, pepperoni!"
1,2023-07-26T01:07:52+00:00,They’re saying that or Indian. They are very stressed by this change up
1,2023-07-26T01:08:00+00:00,And I think still moving past it
2,2023-07-26T01:09:42+00:00,"Ok I’ll wait til y’all get back to order anything, maybe they want Indian"
1,2023-07-26T01:21:07+00:00,"I talked with the deck guy. He might call you. Wants our sign off on potentially visible screws as opposed to “plugging” the screw hole essentially hiding it. I’ll call Victor real quick as well on the Lumber, Abby has no preference."
2,2023-07-26T01:22:33+00:00,"Ok we can talk when you get home, does that make a big difference?"
1,2023-07-26T01:24:52+00:00,"I do t know much will try to research. Liked “Ok we can talk when you get home, does that make a…”"
1,2023-07-26T01:27:07+00:00,Attachment: IMG_0489.PNG
1,2023-07-26T01:27:37+00:00,Sample items but fine to only order one and they can share if budget is tight
2,2023-07-26T01:38:42+00:00,Oh you’ll pick it up and bring it back?
2,2023-07-26T01:38:51+00:00,Or generally this is their order?
2,2023-07-26T02:47:12+00:00,Restaurant didn’t have kabab 😶
2,2023-07-26T02:47:23+00:00,They’re going to refund it but we’re down a meal
2,2023-07-26T02:52:14+00:00,Food is here!
1,2023-07-26T02:52:15+00:00,Liked “Restaurant didn’t have kabab 😶”
2,2023-07-26T02:52:30+00:00,In meeting so can’t grab
1,2023-07-26T03:03:22+00:00,Yeah no worries. Want a food delivery or after
2,2023-07-26T04:17:05+00:00,You took Molly right?
1,2023-07-26T04:17:11+00:00,Liked “You took Molly right?”
1,2023-07-26T04:17:18+00:00,Giving you some peace and quiet
2,2023-07-26T04:18:09+00:00,Lol im done with meetings now
1,2023-08-05T05:13:49+00:00,"Hey lovebird, how are you feeling?"
2,2023-08-05T06:16:51+00:00,I’ve had a pillow over my face most of the day with the secret hope that someone would come in and suffocate me
1,2023-08-05T06:31:15+00:00,I’ll do it!
2,2023-08-05T06:33:41+00:00,Loved “I’ll do it! ”
2,2023-08-05T06:34:03+00:00,Attachment: tmp.gif
1,2023-08-05T06:37:32+00:00,Attachment: IMG_0534.PNG
2,2023-08-05T06:42:01+00:00,You and James should go? Gives me time to work on your bday present
2,2023-08-05T06:42:16+00:00,I meant exclamation not question
1,2023-08-05T08:31:36+00:00,Attachment: 71289187916__66566B10-9975-470C-B39B-E7D5881B95E7.HEIC. Want anything
2,2023-08-05T08:36:20+00:00,Idk hard to think right now
1,2023-10-14T04:02:48+00:00,Attachment: IMG_0817.HEIC
1,2023-10-14T04:15:20+00:00,Attachment: IMG_0816.HEIC. Attachment: IMG_0818.HEIC
2,2023-10-14T04:34:55+00:00,Loved an image
2,2023-10-14T04:35:03+00:00,Looks lovely!
2,2023-10-14T04:35:16+00:00,Attachment: 71892570842__115DB4F6-92B1-41F9-8323-7151E0CE603B.heic
2,2023-10-14T04:35:31+00:00,"Molly is on a hunger strike, her stomach has been grumbling all day but she refuses"
1,2023-10-14T05:00:12+00:00,"Disliked “Molly is on a hunger strike, her stomach has been g…”"
1,2023-10-14T05:00:37+00:00,Could try the topper if you want. Or the liquid oil thing?  Bummer
2,2023-10-14T05:07:26+00:00,Yeah I’ll try the oil later. If that doesn’t work maybe she isn’t feeling well again
1,2023-10-14T05:53:38+00:00,😞
1,2023-10-14T05:56:15+00:00,Attachment: IMG_0832.MOV
2,2023-10-14T05:56:58+00:00,Emphasized a movie
2,2023-10-14T05:57:05+00:00,Beautiful yet sboaty
2,2023-10-14T07:01:23+00:00,Attachment: IMG_0334.heic
1,2023-10-14T08:03:42+00:00,Love you
2,2023-10-14T08:03:54+00:00,Love you too ♥️
1,2023-10-14T11:39:50+00:00,I’m in bed!
1,2023-10-14T11:39:56+00:00,That’s how sleepy I am
2,2023-10-14T11:40:17+00:00,lol getting wild
1,2023-10-14T11:46:31+00:00,How are you?. How was your día
2,2023-10-14T11:46:46+00:00,"I’m good, watching practical magic"
1,2023-10-14T11:46:57+00:00,Ooooh. How was the din. the dinner
2,2023-10-14T11:47:00+00:00,Day was stressful
2,2023-10-14T11:47:07+00:00,Oh they didn’t show up!
2,2023-10-14T11:47:19+00:00,Ugh my day was so packed I didn’t get a chance to call
1,2023-10-14T11:47:33+00:00,Ugh I’m sorry work has been so busy
1,2023-10-14T11:47:59+00:00,Attachment: IMG_0866.HEIC
1,2023-10-14T11:48:05+00:00,"Damn, sexy gray churros"
2,2023-10-14T11:48:35+00:00,So sexy
2,2023-10-14T11:50:34+00:00,How are you feeling?
1,2023-10-14T11:58:01+00:00,"Pretty good, big exertions today and too many miles walking maybe but I should have a good sense tomorrow"
1,2023-10-14T11:58:22+00:00,Hot tub morning and night and cold plunged in the river for 15
2,2023-10-14T11:58:35+00:00,Loved “Hot tub morning and night and cold plunged in the …”
2,2023-10-14T11:58:42+00:00,Nice!
1,2023-10-14T11:59:58+00:00,"Attachment: IMG_0825.HEIC. How are you feeling, stretch today?"
2,2023-10-14T12:01:14+00:00,Kind of wiped from the week but I have been stretching
2,2023-10-14T12:02:10+00:00,Wish I had some snuggles though
1,2023-10-14T12:02:19+00:00,Me too.
1,2023-10-14T12:02:26+00:00,Got abig comfy bed here
2,2023-10-14T12:02:37+00:00,I got one too
2,2023-10-14T12:02:48+00:00,Molly slept with your robe last night
2,2023-10-14T12:02:57+00:00,Attachment: IMG_0319.HEIC
1,2023-10-14T12:02:59+00:00,🥹
2,2023-10-14T12:03:14+00:00,She was with it more than me 😭
2,2023-10-14T12:03:30+00:00,We’re real sad without you here
1,2023-10-14T12:03:49+00:00,You can lay it out if you want. I can wash it…prob needs it anyway
2,2023-10-14T12:03:57+00:00,And she just farted and totally killed the little uncleent I was having
1,2023-10-14T12:04:08+00:00,Haha
2,2023-10-14T12:04:31+00:00,It was practically in my mouth! My face was near her haunches
1,2023-10-14T12:04:51+00:00,Groooosss
2,2023-10-14T12:05:07+00:00,🤢
1,2023-10-14T12:08:00+00:00,Stop breathing
2,2023-10-14T12:08:11+00:00,Laughed at “Stop breathing ”
2,2023-10-20T05:52:02+00:00,Where’d you go?
1,2023-10-20T06:08:14+00:00,Haircut!
1,2023-10-20T06:08:22+00:00,Now waiting for an opening to get these nails did
1,2023-10-20T06:08:33+00:00,Who would’ve thunk
2,2023-10-20T06:11:09+00:00,Emphasized “Now waiting for an opening to get these nails did ”. Without me?! 🙁
1,2023-10-20T06:25:25+00:00,"I wasn’t planning on it, but there was a shop next door."
1,2023-10-20T06:25:47+00:00,I need to go in tomorrow so shorter on time to get all the things done 🤪
2,2023-10-20T06:25:56+00:00,😩
1,2023-10-20T06:25:59+00:00,Need anything from Squak Box?
2,2023-10-20T06:26:03+00:00,Well I’m jealous
1,2023-10-20T06:26:05+00:00,Want me to bring food home?
2,2023-10-20T06:26:07+00:00,What do you want for dinner?. Lol read my mind
1,2023-10-20T06:26:16+00:00,Go get your nails done!
1,2023-10-20T06:26:30+00:00,K anything you don’t want? If. It happy to surprise
2,2023-10-20T06:26:32+00:00,I’m still working 🫠
2,2023-10-20T06:26:53+00:00,I am open. I can give a top three if that makes life easier
1,2023-10-20T07:22:57+00:00,"Just waiting on food, they said another 5 or so"
2,2023-10-20T07:25:45+00:00,"Loved “Just waiting on food, they said another 5 or so ”"
2,2023-10-25T10:01:19+00:00,Where you at?
1,2023-10-25T10:05:41+00:00,On my way!
2,2023-10-25T10:06:48+00:00,What happened to you
1,2023-10-25T10:09:01+00:00,That will be a debate for time when I am gone from this earth
2,2023-10-25T10:09:42+00:00,😟
2,2023-10-25T10:09:51+00:00,No me gusta
1,2023-10-25T10:31:12+00:00,Honey I'm home
2,2023-10-25T10:31:26+00:00,Attachment: 71989748181__6F0BB20D-B79E-4A7F-88E6-5252CE57A83A.heic. Are you a ghost
2,2023-11-14T07:41:33+00:00,Are you free? Have ten minutes in between things
1,2023-11-14T07:43:38+00:00,I ate too many Brussels sprouts and my stomach is in knots. Just laid down 😅😵‍💫😵🤢
1,2023-11-14T07:45:48+00:00,How are you!
2,2023-11-14T07:54:24+00:00,"Oh no! Sorry you’re feeling so bad, this is why I don’t eat veggies 😜"
2,2023-11-14T07:54:36+00:00,"I’m good, ready for dinner"
1,2023-11-14T07:58:38+00:00,"Emphasized “Oh no! Sorry you’re feeling so bad, this is why I …”"
1,2023-11-14T08:00:12+00:00,Attachment: tmp.gif
2,2023-11-14T08:00:53+00:00,We’re walking to a place right now
1,2023-11-14T08:01:17+00:00,Cool! What’s it called?
1,2023-11-14T08:01:29+00:00,I want to live through you (through yelp)
2,2023-11-14T09:14:06+00:00,Ostreria 109
2,2023-11-14T09:14:23+00:00,We’re walking to the cocktail bar now
2,2023-11-14T09:14:40+00:00,Johnn's bar
1,2023-11-14T09:17:28+00:00,Liked “Johnn's bar ”
2,2023-11-14T09:17:58+00:00,Attachment: 72161747164__FD0C13A2-FD42-42AF-A931-0D68C90249C6.heic
1,2023-11-14T09:18:02+00:00,Cute!
2,2023-11-14T09:18:21+00:00,It’s a top 50
1,2023-11-14T09:18:24+00:00,Your daughter is being so weird
2,2023-11-14T09:21:25+00:00,What’s going on?
1,2023-11-14T09:21:47+00:00,Just whiny and sad
2,2023-11-14T09:21:59+00:00,Disliked “Just whiny and sad ”
2,2023-11-14T11:08:27+00:00,How you feeling now?
